"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"212",6323645,"HOTEL CONDESA","PANA SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALZADA","CALZADA DE TLALPAN","CALLE","EMPERADORES","EJE VIAL","7-A SUR  GENERAL EMILIANO ZAPATA","CALLE","FRANCISCO MÁRQUEZ",911,"","","",NA,"","COLONIA","NIÑOS HÉROES DE CHAPULTEPEC","","","",3430,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","308",22,"","HOTEL.CONDESA@LIVE.COM.MX","","Fijo",19.38693031,-99.13932209,"2010-07"
"213",9274177,"HOTEL CONDESA","ADRIANA Y SUS ANGELES SA DE CV",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","EJE VIAL","4 SUR (BENJAMIN FRANKLIN)","CALLE","SULTEPEC","CALLE","OMETUSCO","EJE VIAL","3 SUR (AVENIDA BAJA CALIFORNIA)",185,"","","",NA,"","COLONIA","HIPOROMO","","","",6100,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1426",3,"","CONDESA185@GMAIL.COM","","Fijo",19.40468974,-99.17451306,"2020-11"
"214",6325392,"HOTEL CONGRESO","HOTEL CONGRESO SA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ALLENDE","CALLE","REPUBLICA DE CUBA","CALLE","DONCELES","CALLE","CALLEJÓN DEL 57",18,"","","",0,"","COLONIA","CENTR0","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","752",14,"","HOTELCONGRESO@HOTMAIL.COM","","Fijo",19.43712772,-99.13788989,"2010-07"
"215",887135,"HOTEL CONGRESO GARAGE","HOTEL CONGRESO SA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","REPÚBLICA DE HONDURAS","CALLE","REPUBLICA DE CUBA","CALLE","CALLEJÓN DEL 57","CALLE","DONCELES",18,"","","",0,"","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","536",8,"","","","Fijo",19.44087613,-99.13795821,"2014-12"
"216",6305072,"HOTEL CONSUL","HOTELERIA GUVI SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","INSURGENTES CENTRO","CALLE","MAESTRO ANTONIO CASO","CALLE","JAMES SULLIVAN","CALLE","SADI CARNOT",133,"","","",NA,"","COLONIA","SAN RAFAEL","","","",6470,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","697",11,"","HOTELCONSULGUVI@GMAIL.COM","","Fijo",19.43333548,-99.15866464,"2010-07"
"217",6325831,"HOTEL CONSULADO","HOTELERA CONSULADO SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)","CALLE","XOLOTL","CALLE","NOPALTZIN","CALLE","QUETZALCÓATL",23,"","","",NA,"","COLONIA","TLAXPANA","","","",11370,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","213",8,"","","","Fijo",19.44212141,-99.16677943,"2010-07"
"218",6315097,"HOTEL CONTADERO","PROMOTORA DE HOTELES OUMARAL SA DE CV",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CARRETERA","FEDERAL MÉXICO-TOLUCA (PROLONGACIÓN PASEO DE LA REFORMA)","PRIVADA","NINGUNO","CERRADA","NINGUNO","CALLE","RINCÓN DE LAS LOMAS",2945,"","HOTEL CONTADERO","PLANTA BAJA",0,"","COLONIA","VISTA HERMOSA","EDIFICIO COMERCIAL Y DE SERVICIOS","","",5100,9,"CIUDAD DE MÉXICO",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","49",2,"","","","Fijo",19.3653539,-99.27370759,"2010-07"
"219",6325424,"HOTEL CONTINENTAL MEXICANO","HOTEL CONTINENTAL MEXICANO SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","SAN MARCOS","CALLE","REPUBLICA DE GUATEMALA","CALLE","EMILIANO ZAPATA","EJE VIAL","1 ORIENTE (ANILLO DE CIRCUNVALACIÓN)",20,"","","",NA,"","COLONIA","CENTRO (ÁREA 6)","","","",6060,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","786",10,"","","","Fijo",19.43301096,-99.12516693,"2010-07"
"220",6257052,"HOTEL CORAL","INMOBILIARIA MALVA SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","1 ORIENTE (CALZADA DE LA VIGA)","EJE VIAL","3 SUR (CALZADA DE CHABACANO)","AVENIDA","ANDRÉS MOLINA ENRÍQUEZ","PEATONAL","3 SUR (CALZADA DE CHABACANO)",275,"","","",0,"","COLONIA","AMPLIACIÓN ASTURIAS","","","",6890,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","152A",7,"","","","Fijo",19.40838553,-99.12816367,"2010-07"
"221",6325401,"HOTEL CORDOBA","COSTALVERA SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","FRAY SERVANDO TERESA DE MIER","EJE VIAL","2 ORIENTE (HONORABLE CONGRESO DE LA UNION)","CALLE","MANUEL NICOLAS CORPANCHO","CALLE","ORIENTE 28",511,"","","",511,"","COLONIA","MERCED BALBUENA","","","",15810,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","901",14,"","","","Fijo",19.42210718,-99.12092103,"2010-07"
"222",6304142,"HOTEL CORINTO","HOTELERA CORINTO SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","IGNACIO L. VALLARTA","CALLE","PRIVADA VALLARTA","CALLE","MAESTRO ANTONIO CASO","CALLE","IGNACIO RAMÍREZ",24,"","","",0,"SN","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",10,"","GERENCIA@CORINTO.COM.MX","","Fijo",19.43430883,-99.15564537,"2010-07"
"223",6259285,"HOTEL CORONA","HOTEL CORONA S DE RL",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","GENERAL MARIANO ESCOBEDO","CALLE","MAR ADRIATICO","CALLE","FELIPE CARRILLO PUERTO","CALLE","MAR JONICO",65,"B","","",NA,"","COLONIA","POPOTLA","","","",11400,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","177",4,"","","","Fijo",19.4516548,-99.18188738,"2010-07"
"224",6323821,"HOTEL CORONA REAL","PONTE SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","7 SUR (EXTREMADURA)","CIRCUITO","INTERIOR (AVENIDA PATRIOTISMO)","CALLE","POUSSIN","CALLE","DONATELLO",192,"","","",0,"","COLONIA","INSURGENTES MIXCOAC","","","",3920,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","702",20,"","HOTEL.CORONA@LIVE.COM.MX","","Fijo",19.37542803,-99.18603377,"2010-07"
"225",6319362,"HOTEL COSTA AZUL","HOTELERA COSTA AZUL SA DE CV",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","CALLEJÓN SAN SALVADOR EL VERDE","AVENIDA","CHIMALPOPOCA","CALLE","FRAY SERVANDO TERESA DE MIER","CALLE","ISABEL LA CATÓLICA",3,"","","",NA,"","COLONIA","CENTRO","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1055",13,"","","","Fijo",19.42374332,-99.13706765,"2010-07"
"226",6305231,"HOTEL COSTA AZUL","HOTELERA COSTA AZUL SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","CALLEJÓN SAN SALVADOR EL VERDE","CALLE","CHIMALPOPOCA","AVENIDA","FRAY SERVANDO TERESA DE MIER","CALLE","CHIMALPOPOCA",3,"","","",0,"","COLONIA","OBRERA","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1055",13,"","RESERVAS@HOTELCOSTAZUL.COM.MX","WWW.HOTELCOSTAZUL.COM.MX","Fijo",19.42346015,-99.13707813,"2010-07"
"227",6315291,"HOTEL COSTA DEL SOL","CORONASTITLA SA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","CHIMALCOYOTL","CALLE","BARRANCA CHIMALCOYOTL","CALLE","INSURGENTES SUR","CIRCUNVALACION","OTOMÍES",5101,"","","",0,"","COLONIA","CHIMALCOYOTL","","","",14630,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","1123",5,"","","WWW.HOTELCOSTADELSOL.COM.MX","Fijo",19.27638865,-99.16728184,"2010-07"
"228",6259138,"HOTEL COVADONGA","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","2 DE ABRIL","CALLE","PENSADOR MEXICANO","CALLE","MINA","CALLE","2 DE ABRIL",40,"","","",NA,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","063A",6,"","","","Fijo",19.43846278,-99.14185408,"2010-07"
"229",6304872,"HOTEL COZUMEL","PEFERAMA SA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","DOCTOR BARRAGÁN","CALLE","DOCTOR C. LICEAGA","CALLE","DOCTOR J. NAVARRO","CALLE","DOCTOR AGUSTÍN ANDRADE",79,"","","",0,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1036",13,"","BETCRIS72@YAHOO.COM.MX","","Fijo",19.41995949,-99.14435836,"2010-07"
"230",6317124,"HOTEL CROWN PLAZA Y HOTEL HOLIDAY INN","COMERCIAL HOTELERA MEXICANA DE OCCIDENTE SA DE CV",721111,"Hoteles con otros servicios integrados","251 y más personas","CALLE","DAKOTA","CALLE","ALTADENA","CALLE","ARIZONA","CALLE","CHICAGO",95,"","","",0,"","COLONIA","NAPOLES","","","",3810,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","204",10,"","","","Fijo",19.395855,-99.17426502,"2010-07"
"231",6259150,"HOTEL CUBA","HOBACUTEL SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","REPUBLICA DE CUBA","CALLE","REPUBLICA DE CHILE","CALLE","ALLENDE","CALLE","DONCELES",69,"","","",NA,"","COLONIA","CENTRO","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","752",10,"","HOTELCUBA@HOTMAIL.COM","WWW.HOTELCUBA.COM.MX","Fijo",19.43715841,-99.13641635,"2010-07"
"232",6323729,"HOTEL CUERNAVACA","INMOBILIARIA HOTELERA ORENSE SA",721113,"Moteles","6 a 10 personas","CALLE","CHIMALCOYOTL","CALLE","BARRANCA CHIMALCOYOTL","CALLE","INSURGENTES SUR","CERRADA","OTOMÍES",5201,"","","",NA,"","COLONIA","CHIMALCOYOC","","","",14430,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","1123",5,"","","","Fijo",19.27535734,-99.16756008,"2010-07"
"233",6318170,"HOTEL CUORE","PROMOTORA DE HOTELES EL COLOSO SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALZADA","DE TLALPAN","PRIVADA","JUÁREZ","CALLE","CERRO DE JESÚS","CALLE","ABASOLO",3325,"","","",0,"","COLONIA","SANTA ÚRSULA COAPA","","","",4650,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","1124",21,"","HCUORE@GMAIL.COM","WWW.HOTELCUORE.COM.MX","Fijo",19.30556851,-99.14461506,"2010-07"
"234",6325406,"HOTEL DA CASA","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","CARRETONES","CALLE","ESTEBAN MARTINEZ","EJE VIAL","2 ORIENTE (HONORABLE CONGRESO DE LA UNION)","CALLE","UNIÓN",140,"","","",NA,"","COLONIA","ZONA CENTRO","","","",15100,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","691",8,"","","","Fijo",19.4248314,-99.12024926,"2010-07"
"235",6325063,"HOTEL DALJE","HOTEL DALJE SA DE CV",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","Alfredo Chavero","CALLE","Privada Tres Estrellas","CALLE","Agustín Delgado","CALLE","Lorenzo Boturini",170,"SN","","",0,"","COLONIA","TRANSITO","","","",6820,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1163",10,"","","","Fijo",19.41702341,-99.13331992,"2010-07"
"236",6259280,"HOTEL DEFENSORES","ELISEO CERDEIRA MARTINEZ",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","PONIENTE 106","CALLE","NORTE 1-D","CALLE","NORTE 1-E","EJE VIAL","3 NORTE (CUITLAHUAC)",72,"","","",NA,"","COLONIA","GUADALUPE VICTORIA II","","","",7790,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1720",16,"","","","Fijo",19.47306528,-99.13975329,"2010-07"
"237",6306470,"HOTEL DEL DORADO","HOTELERA MEXICANA CIEN METROS",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","Central (Lázaro Cárdenas)","CALLE","Margarita Maza de Juárez","AVENIDA","Miguel Othón de Mendizabal Oriente","AVENIDA","Central",1021,"","","",0,"","COLONIA","NUEVA INDUTRIAL VALLEJO","","","",7700,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","525",3,"","","","Fijo",19.50708176,-99.15118755,"2010-07"
"238",6324672,"HOTEL DEL PARQUE","",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","PRESIDENTE PLUTARCO ELIAS CALLES","CALLE","JESUS URUETA","CALLE","RAMON Y CAJAL","CALLE","TOMÁS VÁZQUEZ",882,"","","",0,"","BARRIO","SAN PEDRO","","","",8220,9,"CIUDAD DE MÉXICO",6,"Iztacalco",1,"Iztacalco","378",4,"","HOTELDEL_PARQUE@HOTMAIL.COM","","Fijo",19.39344984,-99.13168151,"2010-07"
"239",6258174,"HOTEL DEL PRADO","HOTELERA GALERIAS SA DE CV",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AVENIDA","MARINA NACIONAL","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)","CALLE","BAHÍA LA ASCENSIÓN","CALLE","BAHÍA LA ASCENSIÓN",193,"","","",0,"SN","COLONIA","VERONICA ANZURES","","","",11300,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","603",21,"","CONTRALORIA@HOTELDELPRADO.COM.MX","","Fijo",19.43721488,-99.17156781,"2010-07"
"240",6305109,"HOTEL DEL PRINCIPADO","HOTEL DEL PRINCIPADO SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","LONDRES","CALLE","DINAMARCA","CALLE","NÁPOLES","CALLE","LIVERPOOL",42,"","","",0,"SN","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","841",1,"","HPRINCIPADO@HOTELDELPRINCIPADO.COM.MX","WWW.HOTELDELPRINCIPADO.COM.MX","Fijo",19.42734221,-99.1597455,"2010-07"
"241",6323633,"HOTEL DEL REY","PEDRAS SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","MIGUEL ALEMAN","AVENIDA","DIVISIÓN DEL NORTE","AVENIDA","SAN FRANCISCO","EJE VIAL","4 SUR (XOLA)",9,"","","",NA,"","COLONIA","DEL VALLE","","","",3100,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","45",11,"","HOTEL.DELREY@LIVE.COM.MX","","Fijo",19.39972561,-99.16950923,"2010-07"
"242",6315524,"HOTEL DEL SINDICATO NACIONAL DE TRABAJADORES DEL SEGURO SOCIAL","SINDICATO NACIONAL DE TRABAJADORES DEL SEGURO SOCIAL AC",721111,"Hoteles con otros servicios integrados","11 a 30 personas","PEATONAL","2 SUR (JUAN ESCUTIA)","PEATONAL","JUAN DE LA BARRERA","AVENIDA","JUAN ESCUTIA","CALLE","SALVATIERRA",99,"","","",0,"","COLONIA","SAN MIGUEL CHAPULTEPEC","","","",11850,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","891",22,"","","","Fijo",19.41703411,-99.17926092,"2010-07"
"243",6324606,"HOTEL DEL SUR","HOTEL DEL SUR RUS SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALZADA","GENERAL IGNACIO ZARAGOZA","CALLE","PRISCILIANO SANCHEZ","CALLE","EULOGIO PARRA","CALLE","PABLO GARCÍA",1398,"","","",NA,"","COLONIA","JUAN ESCUTIA","","","",9100,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","17",4,"","","","Fijo",19.39575751,-99.05349904,"2010-07"
"244",6325829,"HOTEL DEL SUR","",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","LAGO ISEO","CALLE","FELIPE CARRILLO PUERTO","CALLE","LAGO GARDA","CALLE","LAGO TUS",113,"","","",0,"","COLONIA","ANAHUAC","","","",11320,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","181",13,"","","","Fijo",19.44921609,-99.18109372,"2010-07"
"245",6259194,"HOTEL DETROIT","HOTELERA ZARAGOZA SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ZARAGOZA","CALLE","MINA","PRIVADA","SEGUNDA ZARAGOZA","EJE VIAL","1 PONIENTE (GUERRERO)",55,"","","",0,"","COLONIA","COL BUENA VISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","610",4,"","HOTELDETROIT55@GMAIL.COM","","Fijo",19.44081493,-99.14986897,"2010-07"
"246",6324387,"HOTEL DIANA","",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","SANTA CRUZ","CALZADA","CALZADA DE TLALPAN","CALLE","ANTILLAS","CALLE","ANTILLAS",18,"","","",NA,"","COLONIA","PORTALES NORTE","","","",3300,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","789",16,"","","","Fijo",19.37059298,-99.14237583,"2010-07"
"247",6305090,"HOTEL DILIGENCIAS","HOTEL DILIGENCIAS SA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","BELISARIO DOMÍNGUEZ","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)","CALLE","CALLE DE LA CONCEPCIÓN","CALLE","REPÚBLICA DE PERÚ",6,"","","",0,"SN","COLONIA","CENTRO","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","644",26,"","CONTACTO@HOTELDILIGENCIAS.COM","","Fijo",19.43861026,-99.13966287,"2010-07"
"248",6259286,"HOTEL DOS MILPAS","HOTEL LA MILPA SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","QUETZALCOATL","CALLE","XOLOTL","AVENIDA","CALZADA MEXICO TACUBA","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)",4,"BIS","","",0,"","COLONIA","TLAXPANA","","","",11370,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","213",3,"5544443390","LAMILPAQ@GSHOTELES.COM.MX","","Fijo",19.44369728,-99.16651057,"2010-07"
"249",6257035,"HOTEL DOS NACIONES","MINA TRECE S DE RL DE CV SC DE RL DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","MINA","CALLE","GALEANA","CALLE","RIVA PALACIO","CALLE","VIOLETA",13,"","","",0,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","063A",1,"","HOTELDOSNACIONES@HOTMAIL.COM","HOTELDOSNACIONES.COM.MX","Fijo",19.43882712,-99.14141922,"2010-07"
"250",6310653,"HOTEL DOWNTOWN MEXICO","HOTEL HABITA SA DE CV",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CALLE","ISABEL LA CATÓLICA","CALLE","FRANCISCO I. MADERO","CALLE","16 DE SEPTIEMBRE","CALLE","PALMA",30,"","","",0,"","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","771",15,"","","","Fijo",19.43280389,-99.13628607,"2010-07"
"251",6259170,"HOTEL DRIGALES","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","EJE VIAL","1 NORTE (MOSQUETA)","CALLE","GALEANA","AVENIDA","PASEO DE LA REFORMA","CALLE","MOCTEZUMA",32,"","","",NA,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","574",3,"","","","Fijo",19.44403024,-99.14064219,"2010-07"
"252",6306830,"HOTEL DUQUE","",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","4","CALLE","A","CIRCUITO","INTERIOR (BOULEVARD PUERTO AÉREO)","CONTINUACION","INTERIOR (BOULEVARD PUERTO AÉREO)",38,"","","",0,"","COLONIA","VALENTÍN GÓMEZ FARÍAS","","","",15010,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","1153",8,"","HOTEL.DUQUE@LIVE.COM.MX","","Fijo",19.4188766,-99.09732047,"2010-07"
"253",6325269,"HOTEL DURAN","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","DOCTOR DURAN","CALLE","PRIVADA DOCTOR ARCE","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","DOCTOR ARCE",99,"","","",NA,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1233",9,"","","","Fijo",19.41232929,-99.14969064,"2010-07"
"254",6324998,"HOTEL DURANGO","HOTELERA COBAS SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CIRCUITO","INTERIOR (PASEO DE LAS JACARANDAS)","CALLE","POPLE","CALLE","MAPLE","CALLE","TILOS",104,"","","",NA,"","COLONIA","SANTA MARIA INSURGETES","","","",6430,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","61",8,"","","","Fijo",19.46364092,-99.14675606,"2010-07"
"255",6860846,"HOTEL DYNAMICS","HOTEL DYNAMICS SA DE CV",721112,"Hoteles sin otros servicios integrados","251 y más personas","CALLE","HORACIO","CALLE","BLAS PASCAL","BOULEVARD","MANUEL AVILA CAMACHO","AVENIDA","HORACIO",1855,"","TORRE PRISMA","PISO 1",0,"101-102","COLONIA","LOS MORALES POLANCO","EDIFICIO COMERCIAL Y DE SERVICIOS","TORRE PRISMA","101",11510,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","622",15,"","YAZMIN.RAMIREZ@LATAM.RCI.COM","WWW.RCI.COM","Fijo",19.43577153,-99.21217997,"2019-04"
"256",6325031,"HOTEL EDISON","OPERADORA TURISTICA PANA SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","TOMAS ALVA EDISON","CALLE","PONCIANO ARRIAGA","CALLE","JOSE MARIA IGLESIAS","CALLE","AVENIDA DE LA REPÚBLICA",106,"","","",NA,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",2,"","","","Fijo",19.43763728,-99.15500914,"2010-07"
"257",6325298,"HOTEL EJE","HOTELERA VIADUCTO SA DE CV",721113,"Moteles","11 a 30 personas","CALLE","DOCTOR ROBERTO SOLÍS QUIROGA","VIADUCTO","PRESIDENTE MIGUEL ALEMÁN","CALLE","DOCTOR IGNACIO BARAJAS LOZANO","CALLE","DOCTOR BARRAGÁN",213,"","","",NA,"","COLONIA","BUENOS AIRES","","","",6780,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1483",20,"","HOTELEJE@HOTMAIL.COM","","Fijo",19.40412217,-99.14591035,"2010-07"
"258",6325783,"HOTEL EL CASTRO","PATACAS SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","SINALOA","EJE VIAL","2 PONIENTE (MONTERREY)","AVENIDA","INSURGENTES SUR","PEATONAL","2 PONIENTE (MONTERREY)",32,"","","",0,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","998",13,"","HOTE.CASTRO@LIVE.COM.MX","","Fijo",19.42116493,-99.16489976,"2010-07"
"259",6325331,"HOTEL EL CID","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","LEON DE LOS ALDAMA","CALLE","HEROE DE NACOZARI","CALLE","CALPULALPAN","CALLE","TALPA",18,"","","",0,"","COLONIA","SAN FELIPE DE JESUS","","","",7510,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1044",31,"","","","Fijo",19.49638159,-99.07717039,"2010-07"
"260",6314370,"HOTEL EL DIPLOMATICO","OPERADORA NOCHEBUENA SA DE CV",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","INSURGENTES SUR","CALLE","BOSTON","CALLE","PORFIRIO DÍAZ","CALLE","CAROLINA",1105,"","","",0,"","COLONIA","NOCHEBUENA","","","",3720,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","577",12,"","RESERVACIONES@ELDIPLOMATICO.COM.MX","WWW.ELDOPLOMATICO.COM","Fijo",19.3804025,-99.17694656,"2010-07"
"261",6325389,"HOTEL EL DORADO","CHOUSA SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","OROZCO Y BERRA","CALLE","BERNAL DIAZ","CALLE","BUENAVISTA","CALLE","HÉROES FERROCARRILEROS",131,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","049A",15,"","HOTELELDORADO131@GMAIL.COM","","Fijo",19.44042006,-99.1538186,"2010-07"
"262",6256948,"HOTEL EL EJECUTIVO REFORMA","ADMINISTRADORA HOTELERA DEL CENTRO SA DE CV",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALLE","VIENA","CALLE","GENERAL PRIM","CALLE","LUCERNA","CALLE","MILÁN",8,"","","",0,"SN","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","856",16,"","INFO@ELEJECUTIVO.COM.MX","WWW.HOTELELEJECUTIVO.COM","Fijo",19.43069077,-99.15759572,"2010-07"
